	ICCRIL07_0002	ICCRIL07_0003	ICCRIL07_0004	ICCRIL07_0006	ICCRIL07_0007	ICCRIL07_0008	ICCRIL07_0009	ICCRIL07_0010	ICCRIL07_0011	ICCRIL07_0012	ICCRIL07_0013	ICCRIL07_0014	ICCRIL07_0015	ICCRIL07_0016	ICCRIL07_0017	ICCRIL07_0018	ICCRIL07_0020	ICCRIL07_0022	ICCRIL07_0024	ICCRIL07_0025	ICCRIL07_0026	ICCRIL07_0027	ICCRIL07_0029	ICCRIL07_0031	ICCRIL07_0032	ICCRIL07_0033	ICCRIL07_0034	ICCRIL07_0036	ICCRIL07_0037	ICCRIL07_0040	ICCRIL07_0041	ICCRIL07_0044	ICCRIL07_0045	ICCRIL07_0046	ICCRIL07_0047	ICCRIL07_0048	ICCRIL07_0050	ICCRIL07_0051	ICCRIL07_0052	ICCRIL07_0054	ICCRIL07_0055	ICCRIL07_0057	ICCRIL07_0058	ICCRIL07_0059	ICCRIL07_0061	ICCRIL07_0062	ICCRIL07_0063	ICCRIL07_0066	ICCRIL07_0068	ICCRIL07_0069	ICCRIL07_0070	ICCRIL07_0071	ICCRIL07_0072	ICCRIL07_0073	ICCRIL07_0074	ICCRIL07_0076	ICCRIL07_0077	ICCRIL07_0078	ICCRIL07_0079	ICCRIL07_0080	ICCRIL07_0081	ICCRIL07_0082	ICCRIL07_0083	ICCRIL07_0084	ICCRIL07_0097	ICCRIL07_0101	ICCRIL07_0102	ICCRIL07_0104	ICCRIL07_0106	ICCRIL07_0107	ICCRIL07_0108	ICCRIL07_0109	ICCRIL07_0111	ICCRIL07_0112	ICCRIL07_0113	ICCRIL07_0114	ICCRIL07_0115	ICCRIL07_0116	ICCRIL07_0117	ICCRIL07_0118	ICCRIL07_0119	ICCRIL07_0120	ICCRIL07_0121	ICCRIL07_0122	ICCRIL07_0123	ICCRIL07_0124	ICCRIL07_0125	ICCRIL07_0126	ICCRIL07_0127	ICCRIL07_0128	ICCRIL07_0129	ICCRIL07_0130	ICCRIL07_0131	ICCRIL07_0132	ICCRIL07_0133	ICCRIL07_0134	ICCRIL07_0135	ICCRIL07_0137	ICCRIL07_0138	ICCRIL07_0139	ICCRIL07_0140	ICCRIL07_0141	ICCRIL07_0142	ICCRIL07_0143	ICCRIL07_0144	ICCRIL07_0145	ICCRIL07_0146	ICCRIL07_0147	ICCRIL07_0148	ICCRIL07_0149	ICCRIL07_0150	ICCRIL07_0151	ICCRIL07_0152	ICCRIL07_0153	ICCRIL07_0154	ICCRIL07_0156	ICCRIL07_0157	ICCRIL07_0158	ICCRIL07_0159	ICCRIL07_0160	ICCRIL07_0162	ICCRIL07_0163	ICCRIL07_0164	ICCRIL07_0165	ICCRIL07_0166	ICCRIL07_0167	ICCRIL07_0168	ICCRIL07_0171	ICCRIL07_0172	ICCRIL07_0173	ICCRIL07_0174	ICCRIL07_0176	ICCRIL07_0177	ICCRIL07_0179	ICCRIL07_0180	ICCRIL07_0181	ICCRIL07_0187	ICCRIL07_0188	ICCRIL07_0189	ICCRIL07_0190	ICCRIL07_0197	ICCRIL07_0198	ICCRIL07_0202	ICCRIL07_0203	ICCRIL07_0204	ICCRIL07_0205	ICCRIL07_0206	ICCRIL07_0207	ICCRIL07_0209	ICCRIL07_0210	ICCRIL07_0211	ICCRIL07_0212	ICCRIL07_0213	ICCRIL07_0214	ICCRIL07_0215	ICCRIL07_0217	ICCRIL07_0218	ICCRIL07_0219	ICCRIL07_0220	ICCRIL07_0222	ICCRIL07_0223	ICCRIL07_0227	ICCRIL07_0230	ICCRIL07_0231	ICCRIL07_0232	ICCRIL07_0233	ICCRIL07_0234	ICCRIL07_0236	ICCRIL07_0238	ICCRIL07_0239	ICCRIL07_0240
Ca6_21293632	b	a	b	a	b	-	b	a	b	a	b	b	b	b	b	-	a	a	b	b	b	b	b	a	-	a	b	-	b	-	b	a	-	a	-	a	b	b	-	-	b	b	a	b	a	a	b	b	b	-	a	b	b	a	b	a	b	b	a	a	-	a	a	a	a	-	b	a	b	a	b	b	b	a	a	a	a	a	a	b	a	a	b	a	a	a	b	a	a	a	a	a	a	b	a	a	a	a	a	a	b	a	a	a	a	a	a	b	a	a	a	a	b	a	b	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	-	a	a	a	a	-	a	b	b	a	a	a	a	a	b	a	b	b	b	b	b	a	b	b	b	b	b	a	b	-	b	-	b	b	a	a	b	b	b	a
Ca6_23985998	b	b	b	b	b	b	b	b	a	b	b	b	b	a	b	a	b	b	b	b	b	a	b	b	b	a	b	b	b	b	b	b	-	b	-	b	a	b	b	b	b	b	b	a	b	b	b	b	b	a	b	b	b	a	a	a	b	a	b	a	a	b	a	b	a	b	b	b	b	b	a	a	b	a	b	b	a	a	b	a	a	a	a	b	b	a	a	a	a	-	b	a	a	b	b	a	a	a	a	a	a	a	a	a	b	b	a	b	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	a	b	a	a	a	a	a	b	a	a	a	b	b	-	a	b	b	b	b	a	a	b	b	a	b	a	b	a	b	b	b	b	b	b	b	b	b	-	a	b	b	b	b	b	a	b	a	b
Ca6_24837343	X	a	b	b	b	b	b	a	b	b	a	a	b	b	b	a	b	a	a	a	a	a	a	a	X	a	a	a	a	b	a	b	a	b	a	a	X	a	a	X	X	a	X	a	a	a	X	a	X	a	a	a	X	b	X	a	X	b	X	X	X	b	X	b	a	b	b	a	a	b	b	b	b	a	a	b	b	b	b	a	b	a	b	b	X	a	b	a	a	a	a	a	a	b	b	b	b	b	a	b	b	b	X	b	b	X	b	b	a	X	b	a	b	a	a	a	b	a	a	a	b	a	b	a	a	a	a	a	b	a	a	b	b	a	b	a	a	a	a	b	X	a	a	b	b	b	b	b	b	a	a	b	a	a	a	a	b	X	a	a	a	a	a	a	b	a	a	X	a	X	a
Ca6_24873783	b	b	b	a	b	a	b	b	b	a	a	a	b	a	a	b	b	a	a	a	b	b	a	b	b	b	b	a	a	b	a	b	b	a	a	b	a	b	a	b	b	a	b	a	a	b	b	b	a	a	a	b	a	a	b	a	a	b	b	b	b	a	b	b	b	a	b	a	b	b	a	a	a	b	a	a	b	a	a	b	b	b	a	a	b	b	a	a	a	a	a	a	b	a	a	b	a	a	a	a	a	a	a	a	a	b	a	a	a	a	a	a	b	a	a	b	a	a	a	a	b	a	a	a	a	a	b	a	b	a	b	a	a	a	b	b	a	b	b	a	b	b	b	a	a	b	b	a	b	b	b	a	b	a	b	b	a	a	b	a	b	b	b	b	a	b	a	a	a	b	a
Ca6_25376368	a	b	b	b	b	a	b	b	a	b	a	b	b	a	b	-	b	a	b	b	b	b	b	a	-	b	-	a	b	a	b	b	b	a	b	b	a	b	b	b	b	b	b	b	a	a	b	b	b	-	b	b	b	a	-	b	b	a	a	-	a	b	a	b	b	b	b	b	b	b	a	b	b	b	b	b	b	b	a	b	b	a	b	a	-	a	b	b	a	a	b	b	-	b	b	-	a	a	a	b	b	b	b	a	b	b	b	a	b	b	a	b	b	b	a	b	b	b	b	b	b	b	b	b	b	a	b	b	b	a	b	-	a	b	b	b	-	a	b	b	-	b	b	a	b	b	b	a	b	b	a	b	b	a	a	b	b	b	a	b	-	b	-	b	b	a	b	b	b	a	b
Ca6_25722715	b	a	a	a	a	b	a	b	a	a	b	a	a	b	a	b	b	-	a	b	b	a	a	a	a	b	-	a	a	b	a	b	a	a	b	a	b	a	-	a	-	a	a	-	a	b	b	b	b	b	b	a	-	-	b	b	-	a	a	-	-	a	a	b	b	b	b	b	-	b	b	b	b	a	a	b	b	b	a	b	a	a	a	b	b	b	b	b	a	-	b	b	b	b	a	-	a	b	b	b	b	b	b	b	a	-	a	b	b	b	b	b	a	b	b	b	b	b	a	b	b	b	a	b	b	b	-	b	b	a	b	a	b	a	b	b	a	-	b	b	b	a	b	b	b	a	b	a	a	b	-	b	b	b	a	a	b	a	a	a	a	a	-	a	b	b	b	-	a	b	a
Ca6_28868867	a	b	b	b	b	a	a	b	a	b	a	a	b	a	a	a	a	b	a	a	a	a	a	b	-	a	a	b	a	b	a	b	b	a	b	b	a	a	a	a	b	a	b	a	a	a	b	-	a	a	b	b	-	b	-	a	a	b	a	a	a	a	b	b	a	b	b	a	b	b	b	a	b	a	a	b	b	b	b	a	b	b	a	a	b	b	a	b	b	a	a	b	a	a	b	-	a	-	b	b	a	b	a	a	a	a	a	a	b	b	a	a	b	b	b	a	a	a	a	b	b	b	a	b	b	a	b	b	b	a	b	b	b	b	a	a	b	a	b	b	a	a	b	b	a	b	b	b	a	b	a	b	a	a	a	b	b	b	b	a	b	a	a	b	a	b	a	b	b	a	b
Ca6_35249308	b	b	b	b	a	b	b	a	b	b	b	b	b	b	b	b	a	a	b	b	a	b	b	a	a	b	-	-	b	b	a	b	-	b	a	b	b	b	b	b	b	-	b	a	a	a	a	a	b	a	b	-	a	b	b	b	-	b	b	a	-	a	a	a	a	a	b	a	b	b	a	a	a	b	b	b	b	a	a	a	a	b	a	b	a	a	b	a	a	b	a	b	a	b	a	a	b	a	b	a	b	b	a	a	b	a	a	a	a	a	b	a	a	a	a	a	a	b	a	b	a	a	a	a	a	a	a	a	a	b	b	a	a	a	b	b	b	a	b	b	b	a	b	a	b	b	b	a	b	b	a	b	b	b	b	b	b	b	a	b	a	b	b	b	b	a	b	a	a	b	b
Ca6_36372438	a	a	b	a	b	a	b	a	a	a	b	a	-	-	b	b	a	b	b	b	b	b	b	a	-	b	-	a	a	a	a	b	-	a	b	b	-	a	a	b	a	a	a	b	b	b	a	b	a	-	a	b	b	b	a	-	-	b	b	a	a	a	-	a	b	a	b	a	b	a	b	a	b	b	b	b	b	b	b	a	a	b	a	b	b	b	b	b	a	b	a	b	b	b	b	b	b	b	b	a	a	b	b	b	b	b	b	b	b	b	b	b	a	a	b	b	b	-	b	b	b	b	b	a	b	a	-	-	b	b	b	b	b	a	b	b	-	b	-	b	b	a	b	b	a	a	a	b	b	a	b	b	a	b	a	-	a	b	b	b	b	a	b	b	b	b	b	a	b	b	b
Ca6_39448648	b	b	b	b	b	a	a	a	a	a	b	b	a	b	b	X	X	b	a	b	b	-	b	b	b	b	X	b	b	b	a	b	b	b	b	X	-	X	X	a	b	-	X	X	b	a	b	X	-	-	b	-	b	b	b	-	-	b	X	b	-	b	b	a	X	b	b	X	-	b	b	b	b	b	b	a	a	a	b	b	b	a	a	a	b	a	a	b	a	b	b	b	b	b	b	b	a	b	a	b	a	b	b	b	a	b	b	b	b	a	a	b	b	a	b	b	b	b	b	b	X	a	a	b	b	b	b	b	b	b	b	b	b	a	a	b	X	b	b	a	b	-	b	a	a	b	a	a	b	X	b	a	a	b	b	X	b	a	a	a	a	-	b	b	b	X	b	X	b	X	b
Ca6_43052817	b	b	b	-	a	b	a	a	b	b	b	b	a	b	b	-	b	b	b	b	-	b	b	b	b	b	a	b	b	b	b	b	b	a	b	-	b	b	a	b	b	b	b	a	a	b	-	a	b	b	b	b	b	b	-	-	b	a	b	b	b	b	a	b	b	-	a	a	a	b	b	b	b	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	a	b	b	b	b	b	b	a	b	b	b	b	b	b	a	b	b	-	b	b	a	a	a	b	a	b	b	a	b	b	b	b	b	b	b	a	a	a	b	b	b	b	a	a	b	b	b	-	b	b	a	a	a	b	a	b	b	b	b	b	b	a	b	b	b	a	b	b	b	b	b	b	a	b	-	b	b	b	b	b	b	b	b
Ca6_46016421	b	a	a	b	a	b	b	a	b	b	-	a	b	b	a	a	a	a	b	a	a	b	a	b	a	a	-	b	b	a	a	a	a	b	b	-	b	a	-	a	-	-	a	a	b	b	a	b	a	b	a	b	b	a	a	b	b	a	a	a	b	b	b	a	b	a	b	b	a	a	a	a	b	b	b	b	b	b	a	b	b	a	a	a	a	a	a	a	a	-	b	a	a	a	b	b	a	a	b	a	a	b	b	b	b	a	a	a	b	b	a	a	a	a	a	a	a	b	a	b	a	b	a	a	b	a	-	b	b	b	a	a	a	b	a	a	a	a	b	b	-	a	a	b	b	b	a	a	b	a	a	b	a	a	a	a	-	b	a	a	a	a	a	-	a	b	a	a	a	b	b
Ca6_46066717	a	b	b	a	b	b	b	a	b	b	b	b	b	b	b	b	b	b	b	b	b	a	b	b	b	-	b	-	b	a	b	a	-	b	b	b	b	b	a	a	b	a	b	b	b	b	b	b	b	b	b	b	a	b	b	b	a	a	a	b	a	b	a	b	b	b	b	b	a	b	b	a	b	a	b	b	b	b	b	b	b	b	b	b	b	b	b	a	a	b	b	b	a	b	b	a	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	-	b	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	-	b	b	b	b	b	b	b	a	b	b	a	a	a	b	b	a	b	b	b	b	a	b	b	b	b	a	-	a	b	b	a	b	b	b	b
Ca6_46746051	b	b	b	b	b	a	b	b	b	b	b	b	a	b	b	b	b	a	b	b	a	b	b	a	b	a	-	b	b	b	b	b	a	b	b	b	a	b	b	a	b	a	b	b	a	a	b	b	a	a	a	b	b	a	a	b	b	b	b	a	b	b	a	a	a	b	a	a	b	a	b	b	b	a	b	a	b	a	b	b	b	b	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	a	b	b	a	b	b	b	b	b	a	b	b	b	b	b	b	b	a	a	b	b	b	b	b	b	b	b	a	b	b	b	a	b	b	b	a	a
Ca6_50115450	a	a	a	-	a	b	a	a	a	a	-	a	a	a	b	a	-	-	b	a	a	a	a	-	a	-	-	b	b	a	a	a	a	a	a	a	-	a	a	a	a	a	a	b	b	b	a	a	-	a	b	a	-	b	b	a	-	a	a	-	a	b	a	a	a	b	a	b	a	a	a	a	b	a	a	b	a	a	b	a	a	a	b	a	a	a	a	-	a	a	a	b	a	b	b	-	a	a	a	a	a	a	b	b	a	a	a	b	a	a	a	a	a	a	a	b	b	a	a	b	a	a	a	a	b	a	a	a	b	b	a	b	b	a	a	a	-	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	b	a	a	a	a	b	b	a	a	a	-	a	a	b	a	a	b	a	b
Ca6_50685488	a	a	b	a	b	b	a	b	a	b	a	b	a	b	b	a	b	b	a	a	b	b	a	b	b	-	a	a	b	a	b	a	a	b	a	a	b	b	b	a	a	a	b	a	a	b	b	a	b	b	b	b	-	a	-	a	-	a	a	a	-	a	-	b	b	-	a	a	a	b	a	b	b	a	a	a	a	a	b	b	b	b	b	a	b	a	a	a	a	b	b	a	a	b	-	a	b	b	b	a	a	a	b	b	b	b	a	b	a	a	a	b	a	b	a	b	b	b	a	a	b	a	b	b	a	a	a	b	a	b	a	a	a	a	b	b	b	b	a	b	b	a	b	a	a	a	a	a	a	b	b	b	a	a	a	a	a	b	a	a	a	b	-	a	b	a	a	-	a	a	b
Ca6_53664197	b	b	b	a	b	a	b	b	b	a	b	b	b	a	b	b	a	b	b	b	b	b	b	b	b	a	a	b	a	b	b	b	a	b	b	b	-	b	b	a	b	b	b	-	a	a	a	a	a	-	a	a	a	-	-	-	-	b	a	-	-	a	a	a	a	a	-	a	a	a	a	b	a	a	a	a	a	a	-	a	a	a	a	a	a	a	a	-	a	a	a	a	a	a	a	a	a	-	a	a	a	a	a	-	a	-	a	a	a	-	a	-	-	a	a	a	a	a	a	a	a	a	a	a	a	-	a	a	a	a	a	a	a	a	a	a	b	-	b	a	b	-	b	a	b	b	b	b	-	b	a	b	b	b	b	a	b	b	b	b	b	b	-	b	b	b	b	-	-	a	b
Ca6_55097345	a	a	a	b	b	a	a	a	a	a	a	a	b	a	a	a	a	a	a	a	b	a	a	b	a	a	b	a	b	a	a	a	a	b	b	a	a	a	b	a	a	b	a	b	a	a	b	a	a	b	b	a	b	b	a	a	b	b	b	b	-	a	a	b	a	a	b	a	a	a	a	a	a	a	a	b	a	a	b	b	b	a	a	a	a	a	a	a	b	b	b	a	a	a	a	-	a	b	a	a	a	b	b	b	a	a	a	b	a	a	a	a	a	b	a	a	b	a	a	b	b	a	a	b	b	b	a	a	a	a	a	b	a	a	a	a	-	b	a	a	a	b	a	b	a	b	a	a	a	b	a	a	a	a	a	b	a	b	a	a	a	a	b	a	b	a	a	-	b	b	a
Ca6_55504068	a	a	a	a	b	a	a	b	a	a	a	b	b	a	a	a	a	a	a	a	a	a	b	a	a	a	-	a	-	a	a	a	a	a	a	a	-	a	a	a	a	a	b	b	b	a	a	a	a	a	b	a	a	a	a	a	b	a	a	-	-	a	-	a	a	b	b	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	a	a	a	-	a	b	a	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	b	a	a	a	a	b	a	a	a	a	a	b	a	a	a	a	-	a	a	a	a	a	b	b	a	a	a	b	a	a	a	b	b	b	a	a	a	a	a	b	b	a	b	a	a	a	a	a	a	a	a
Ca6_55710088	b	b	b	b	a	b	b	b	b	a	b	b	a	b	b	b	b	b	b	a	b	b	b	b	a	b	-	a	a	b	b	b	a	b	b	b	a	b	-	a	b	b	b	b	a	a	a	a	a	a	b	b	-	b	a	b	-	a	a	a	b	b	a	a	b	-	a	a	b	b	b	b	a	a	a	b	b	b	a	a	b	b	a	b	a	a	b	a	b	a	a	a	b	a	b	a	b	a	b	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	a	b	b	a	a	a	a	b	b	b	b	b	b	b	a	a	a	b	b	a	b	a	a	b	b	b	b	b	b	b	a	a	a	b	-	b	b	b	b	b	a	b	b	a	b
Ca6_56790082	a	b	a	b	a	a	b	b	b	b	a	a	b	a	b	a	a	a	b	a	a	a	a	a	-	b	b	a	b	a	b	b	b	b	-	-	-	a	a	b	b	a	b	b	a	a	b	b	a	a	a	a	-	b	a	b	b	b	a	b	a	b	b	b	b	b	a	b	b	a	b	b	a	a	a	b	a	b	a	b	a	b	a	a	a	a	b	a	a	b	b	a	b	a	a	a	a	a	a	a	b	a	b	a	a	b	b	a	b	a	a	b	b	a	b	b	b	b	b	a	a	a	b	a	a	b	b	b	a	a	a	a	a	b	b	b	a	a	a	a	b	b	a	a	a	b	a	a	b	b	a	a	b	b	b	b	a	a	a	b	a	a	b	a	a	a	a	a	a	b	a
Ca6_57510190	a	a	a	-	a	a	a	a	a	a	a	b	-	a	a	a	a	-	a	b	b	-	a	a	-	-	b	b	a	b	a	b	-	a	a	b	-	b	a	a	a	b	b	b	a	b	a	b	b	a	b	b	-	-	b	-	-	b	b	b	a	a	b	b	b	b	b	a	b	b	b	a	a	b	-	a	b	b	a	b	-	a	a	b	b	b	b	b	b	b	b	b	b	a	a	a	b	-	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	a	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	a	a	a	b	b	b	a	b	b	a	a	a	a	a	a	b	a	a	b	b	-	a	a	b	a	b	a	b	b	a	b	a	-	a	b
Ca6_57656529	a	a	b	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	a	b	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	b	a	a	b	b	a	a	b	b	a	a	a	a	b	b	a	b	a	b	b	b	a	b	a	b	b	b	a	b	a	b	b	a	a	b	b	a	b	b	b	b	a	b	a	a	a	a	a	a	a	a	a	a	a	a	b	b	b	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	b	a	b	a	a	a	a	a	a	a	b	a	b	a	a	a	a	a	a	b
Ca6_58036054	a	b	b	-	-	b	a	a	b	a	b	a	b	a	a	a	a	-	b	b	-	a	b	-	-	-	-	b	-	-	b	a	a	a	b	a	b	a	-	a	b	b	a	-	a	b	a	b	a	a	a	-	a	a	b	-	-	b	b	a	-	a	-	-	a	-	b	b	a	a	b	b	b	a	b	a	a	a	a	b	b	b	a	a	a	a	a	-	a	a	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	b	b	b	a	b	b	a	b	a	b	a	a	a	b	a	a	a	a	b	a	a	-	a	a	b	b	b	a	a	a	a	a	-	-	a	a
Ca6_58971550	a	a	a	b	b	a	a	b	b	a	b	b	b	-	a	-	a	a	b	a	a	b	b	b	a	-	a	a	b	a	b	b	-	b	-	-	-	b	a	a	a	b	a	-	a	b	b	a	b	b	b	b	b	b	b	a	b	b	a	-	-	b	a	-	a	a	a	a	a	a	a	b	b	b	a	b	a	a	a	a	a	-	b	a	-	b	a	a	b	b	a	a	b	b	-	a	b	b	a	b	a	b	b	a	a	a	b	b	a	b	b	a	-	a	b	a	b	-	b	a	a	b	a	a	b	b	a	b	b	a	a	b	a	a	a	b	-	b	a	a	a	a	a	b	-	a	a	a	a	a	b	b	a	a	b	a	a	b	b	a	-	b	-	a	b	b	a	a	b	a	-
Ca6_59449720	a	b	b	a	a	-	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	-	a	a	a	a	b	a	b	a	a	a	a	a	a	a	-	a	a	a	b	a	a	a	-	b	-	b	b	-	a	-	a	a	a	-	-	a	a	b	a	a	a	b	a	b	a	a	a	a	b	a	a	a	b	a	a	a	a	b	b	b	a	b	-	a	a	b	a	b	-	b	-	b	b	b	a	a	b	b	-	b	b	a	a	b	b	a	b	a	b	b	b	a	a	a	b	b	b	b	b	b	-	b	a	b	b	b	b	b	a	-	a	a	a	b	a	a	a	-	b	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	-	a	a	a	b	a	b	a	a	b
Ca6_59775007	b	a	b	-	b	b	b	a	b	a	a	a	b	a	a	a	a	b	b	a	a	b	b	b	-	-	a	a	b	b	b	b	a	a	b	a	a	b	b	a	a	b	b	a	b	b	a	a	a	a	a	a	-	b	-	b	a	a	a	a	b	a	b	b	b	a	a	-	a	a	a	a	a	a	a	b	a	b	a	a	b	a	b	a	a	a	a	b	a	a	a	a	a	a	-	b	a	a	a	a	b	a	a	a	a	b	a	a	a	a	a	-	b	a	-	a	a	b	a	b	a	a	a	a	a	a	a	a	a	a	a	b	a	a	b	-	b	b	b	a	b	a	b	b	-	a	b	b	b	a	a	a	a	b	a	a	a	a	a	a	-	b	a	a	a	a	a	a	-	b	a
Ca6_59919844	b	b	b	b	b	a	b	b	b	b	b	a	b	b	a	b	a	b	a	b	b	b	a	b	b	b	-	b	-	a	b	a	-	b	-	b	b	b	a	b	-	-	b	b	b	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	b	-	b	b	b	b	a	b	b	b	b	b	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	b	b	b	b	-	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	b	a	b	a	b	b	-	b	a	b	b	b	b	b	b	b	b	b	a	a	b	b	b	b	b	b	a	b	-	b	b	b	b	a	a	b	b
Ca7_435981	b	a	a	a	a	-	a	a	a	a	a	a	a	a	a	a	a	-	b	b	a	b	b	b	-	a	b	a	b	b	a	a	a	b	b	a	b	b	a	a	a	a	a	a	a	a	a	a	b	a	b	b	-	a	b	b	a	b	b	b	-	b	b	a	a	a	b	a	a	a	a	a	a	a	b	a	a	a	a	b	a	a	b	a	a	a	a	b	a	b	a	a	b	b	a	a	a	a	a	a	a	a	a	a	b	b	a	a	a	a	a	b	b	b	b	a	a	b	a	a	a	a	a	a	a	a	a	b	a	b	a	a	b	a	b	b	a	a	b	a	a	a	a	a	a	a	a	a	b	b	a	b	a	a	b	a	b	a	a	a	a	b	b	b	a	a	b	b	a	a	b
Ca7_540068	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	a	a	a	b	a	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	a	a	-	b	a	a	a	b	a	a	a	b	b	a	b	a	a	-	b	a	-	a	a	a	-	a	b	a	a	a	b	b	b	b	a	b	a	b	b	a	b	b	a	a	a	a	b	b	a	b	a	a	b	b	b	a	a	b	a	b	a	a	b	b	a	a	a	a	b	b	b	b	b	a	b	b	b	a	a	b	a	-	a	a	a	b	b	b	b	a	a	a	a	b	a	b	a	a	a	a	a	a	a	a	a	-	a	a	a	a	a	a	a	a	a	a	a	b	a	b	a	a	a	a	a	a	a	b	a	a	a	b	a
Ca7_583502	a	b	a	b	b	-	b	b	a	a	a	a	-	b	b	b	b	b	b	b	a	b	b	b	-	b	b	a	-	b	a	b	-	b	-	-	-	b	a	b	-	b	b	a	-	b	a	-	b	a	b	b	b	-	a	-	-	b	b	b	b	a	a	b	b	a	b	a	b	a	a	a	b	b	b	b	b	b	b	a	b	b	b	a	a	b	b	b	b	b	b	b	b	b	a	b	a	b	b	b	a	b	a	b	a	b	b	b	b	b	b	b	b	b	a	b	a	b	b	b	b	a	b	b	a	a	a	a	b	a	a	b	b	b	b	-	-	b	b	b	b	b	b	b	b	b	b	b	b	a	b	b	a	b	b	b	a	b	b	b	b	b	-	b	b	b	b	b	a	b	b
Ca7_992396	a	a	a	a	b	a	a	b	a	a	a	a	b	a	b	-	a	a	a	a	b	b	a	a	a	b	a	a	a	a	a	a	-	a	b	a	a	a	a	a	a	a	a	a	b	b	a	b	a	a	a	a	a	b	b	a	b	b	b	a	-	a	a	b	a	a	a	a	b	b	b	a	a	b	a	a	b	a	b	a	a	a	b	a	a	b	b	b	b	b	a	b	a	a	a	b	b	b	b	b	b	b	a	a	b	a	b	b	b	b	b	b	a	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	b	b	a	a	b	a	b	a	b	a	a	a	a	b	b	a	a	a	b	a	b	b	b	a	b	a	a	a	b	a	a	b	-	a	-	b	b	b	a	a	b	b	b
Ca7_1264490	a	b	a	a	b	a	a	b	a	a	a	b	b	b	a	-	a	a	a	a	a	b	a	a	a	b	a	a	a	a	b	a	a	b	a	a	b	b	a	b	a	a	b	b	a	b	b	a	b	a	a	a	a	b	a	b	a	a	b	a	b	a	a	b	a	a	b	a	a	a	b	b	a	a	a	a	a	b	b	b	b	b	a	b	b	b	b	a	b	a	b	a	a	a	b	a	b	a	b	b	b	b	b	b	b	a	a	b	a	a	a	b	a	a	a	b	a	b	b	a	b	b	b	b	b	b	b	b	b	a	a	a	a	b	b	a	b	b	b	a	a	a	a	a	a	a	a	a	a	a	a	a	b	a	b	b	a	a	b	b	-	b	b	a	a	a	b	-	-	a	b
Ca7_3530499	b	b	b	b	a	b	a	a	a	a	a	b	a	b	b	b	a	a	a	a	b	b	b	b	b	a	a	b	a	a	b	b	b	a	b	b	a	a	b	a	a	a	b	a	b	b	b	a	b	b	a	b	-	-	-	b	b	b	b	b	b	b	a	a	b	a	b	a	b	a	b	b	b	a	a	b	b	b	b	b	b	a	a	b	a	a	b	a	a	a	b	b	b	a	b	b	b	b	b	a	b	b	b	b	b	a	a	b	a	b	b	a	b	b	a	a	b	a	b	b	a	a	a	a	b	a	b	a	b	b	b	b	b	b	b	a	b	b	a	a	b	a	b	a	a	a	b	a	a	b	a	a	a	b	a	a	b	b	a	b	b	a	a	a	b	a	a	X	b	b	b
